"","AQ","DQ","Loss"
"1",-1.36193907675068,-1.36193907675068,0.319615346806499
"2",-1.25717453238524,-1.36193907675068,0.0760465942664811
"3",-1.1524099880198,-1.36193907675068,0.172054593136478
"4",-1.04764544365437,-1.36193907675068,0.346106773238399
"5",-0.94288089928893,-1.36193907675068,0.332778870679694
"6",-0.838116354923494,-1.36193907675068,0.233498438841399
"7",-0.733351810558057,-1.36193907675068,0.265123313440289
"8",-0.62858726619262,-1.36193907675068,0.432161098622151
"9",-0.523822721827184,-1.36193907675068,0.186089496507748
"10",-0.419058177461747,-1.36193907675068,0.23913925920616
"11",-0.31429363309631,-1.36193907675068,0.519043180118033
"12",-0.209529088730873,-1.36193907675068,0.308749529665449
"13",-0.104764544365437,-1.36193907675068,0.313424538018226
"14",0,-1.36193907675068,0.696842502500189
"15",0.104764544365437,-1.36193907675068,0.345322461085326
"16",0.209529088730873,-1.36193907675068,0.386472038674048
"17",0.31429363309631,-1.36193907675068,0.279440882575306
"18",0.419058177461747,-1.36193907675068,0.118602455372715
"19",0.523822721827184,-1.36193907675068,0.332013943982989
"20",0.62858726619262,-1.36193907675068,0.205831904192592
"21",0.733351810558057,-1.36193907675068,0.487024393807993
"22",0.838116354923494,-1.36193907675068,0.665699684244327
"23",0.94288089928893,-1.36193907675068,0.348464976222662
"24",1.04764544365437,-1.36193907675068,0.254995337370715
"25",1.1524099880198,-1.36193907675068,0.52826020228334
"26",1.25717453238524,-1.36193907675068,0.336346331626186
"27",1.36193907675068,-1.36193907675068,0.386502811367935
"28",1.46670362111611,-1.36193907675068,0.503977508516089
"29",1.57146816548155,-1.36193907675068,0.45609914998336
"30",1.67623270984699,-1.36193907675068,0.351317666599585
"31",1.78099725421242,-1.36193907675068,0.338465267236053
"32",1.88576179857786,-1.36193907675068,0.329110298684444
"33",1.9905263429433,-1.36193907675068,0.31551308002656
"34",2.09529088730873,-1.36193907675068,0.495356916247765
"35",2.20005543167417,-1.36193907675068,0.535918962863444
"36",2.30481997603961,-1.36193907675068,0.548257768332449
"37",-1.36193907675068,-1.25717453238524,1.95512518083003
"38",-1.25717453238524,-1.25717453238524,2.0529794533147
"39",-1.1524099880198,-1.25717453238524,1.99836313581729
"40",-1.04764544365437,-1.25717453238524,1.8934179346485
"41",-0.94288089928893,-1.25717453238524,2.29819030582246
"42",-0.838116354923494,-1.25717453238524,1.90291643401718
"43",-0.62858726619262,-1.25717453238524,2.08147331263362
"44",-0.523822721827184,-1.25717453238524,1.79062544630891
"45",-0.419058177461747,-1.25717453238524,2.02915501007989
"46",-0.31429363309631,-1.25717453238524,2.10425256129165
"47",-0.209529088730873,-1.25717453238524,2.02376063161719
"48",-0.104764544365437,-1.25717453238524,2.4874594285298
"49",0.104764544365437,-1.25717453238524,2.35790425294153
"50",0.209529088730873,-1.25717453238524,2.27720933924334
"51",0.31429363309631,-1.25717453238524,2.41776916188544
"52",0.419058177461747,-1.25717453238524,2.56470910801945
"53",0.523822721827184,-1.25717453238524,2.36062628263282
"54",0.62858726619262,-1.25717453238524,1.87786736814794
"55",0.733351810558057,-1.25717453238524,2.40998595159041
"56",0.94288089928893,-1.25717453238524,2.45486911954355
"57",1.04764544365437,-1.25717453238524,2.51868047130379
